product_id,product_name,category,price,product_url,description,front_image_url,model_image_url,additional_images
product_93,Kryptic,Capris,₹999,https://www.myntra.com/capris/kryptic/kryptic-women-pack-of-2-printed-cotton-capris/15197472/buy,Pack Of 2 Cotton pants with elasticated waist band has additional drawstring closure to facilitate exact fitting at waist. Comes with one side pocket on wearers right side.,,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/e3a2a750-ef94-4a37-a253-d1c7a72c4d911630488478409-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/31af0feb-f54f-4251-a392-84802d79cc791630488478453-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/ec5e1e07-44f8-41f8-b1bb-fc2935c219831630488478431-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/4618e075-467f-4e58-89db-2db3857d65061630488478422-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/e3a2a750-ef94-4a37-a253-d1c7a72c4d911630488478409-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-4.jpg"
product_94,DOMIN8,Capris,₹1399,https://www.myntra.com/capris/domin8/domin8-mid-rise-camouflage-printed-slim-fit-capris/28464450/buy,"Green, white and grey mid-rise printed capris, waistband with slip-on closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464450/2024/3/23/1875e24f-856a-4fe5-87c6-304e5faf8eb21711193696416Domin8WomensCamouflageSlim-fitCapripantswithElasticatedwaist4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464450/2024/3/23/1d8fb6be-dfe6-4c24-b525-d4c8794b0bf71711193696457Domin8WomensCamouflageSlim-fitCapripantswithElasticatedwaist1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464450/2024/3/23/45b96606-d0a4-47d5-919d-1bf42f1a33c61711193696436Domin8WomensCamouflageSlim-fitCapripantswithElasticatedwaist2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464450/2024/3/23/2eed02a3-1dfa-4104-bfdd-cf2c1d5354681711193696447Domin8WomensCamouflageSlim-fitCapripantswithElasticatedwaist3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464450/2024/3/23/1875e24f-856a-4fe5-87c6-304e5faf8eb21711193696416Domin8WomensCamouflageSlim-fitCapripantswithElasticatedwaist4.jpg"
product_95,HRX by Hrithik Roshan,Capris,₹599,https://www.myntra.com/capris/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-women-cotton-capris/32489967/buy,"Navy blue high-rise solid capris, waistband with slip-on closure",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/26/hDvVTdsX_474e2d89909147c98f40ec6b4170c3a0.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/26/Zo5lBU9x_be2c56ede0014a708fc51abebb9be7ed.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/26/ykPB6vmu_c98954ffbfd74505ab57b82a64cbc374.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/26/xIeBVRlG_369382cd9e38410b82449fd2b7f7c0c7.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/26/hDvVTdsX_474e2d89909147c98f40ec6b4170c3a0.jpg"
product_96,SillyBoom,Capris,₹780,https://www.myntra.com/capris/sillyboom/sillyboom-women-black-maternity-capris/20773796/buy,"Black high-rise solid capris, waistband with slip-on closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20773796/2022/11/16/e71ca503-bd3a-4d4c-97ac-65f67a161e561668593771506SillyBoomWomenBlackCapris4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20773796/2022/11/16/0785448a-e9fd-4c01-870d-45c190c7c39f1668593771462SillyBoomWomenBlackCapris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20773796/2022/11/16/4d912f89-9af9-4528-acb5-c2f53101f6171668593771532SillyBoomWomenBlackCapris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20773796/2022/11/16/757178cc-0b4c-4828-98e1-1fc2c877f0411668593771476SillyBoomWomenBlackCapris3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20773796/2022/11/16/e71ca503-bd3a-4d4c-97ac-65f67a161e561668593771506SillyBoomWomenBlackCapris4.jpg"
product_97,Modeve,Capris,₹567,https://www.myntra.com/capris/modeve/modeve-women-teal-blue--navy-blue-pack-of-2-solid-cotton-capris/17318710/buy,"Pack of 2 Navy blue and teal mid-rise solid capris, waistband with drawstring closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17318710/2022/2/27/505cfcb0-18da-46f3-8a28-f3993378846b1645901526898ModeveWomenMultiCapris4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17318710/2022/2/27/4402f90b-3e47-4fff-9019-ac06bde0f2ea1645901526909ModeveWomenMultiCapris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17318710/2022/2/27/0b635d1a-d995-4d2b-957a-794dfd36375c1645901526925ModeveWomenMultiCapris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17318710/2022/2/27/4e549fc6-803b-485b-a3ea-83e946a1548c1645901526889ModeveWomenMultiCapris3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17318710/2022/2/27/505cfcb0-18da-46f3-8a28-f3993378846b1645901526898ModeveWomenMultiCapris4.jpg"
product_98,SINI MINI,Capris,₹300,https://www.myntra.com/capris/sini+mini/sini-mini-girls-floral-printed-cotton-capris/22704582/buy,"White and sea green mid-rise printed capris, waistband with slip-on closure,",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22704582/2023/4/8/8cc94231-15aa-48d7-85fe-ae6df32aaefa1680945124733Capris4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22704582/2023/4/8/7c2debc3-ff6e-47ec-88cc-8e60c04f262c1680945124722Capris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22704582/2023/4/8/fcb2e7fd-0403-4de2-9e6d-aaeda0e40db31680945124709Capris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22704582/2023/4/8/cd09de16-a4f9-49d6-9709-0048828a5bbe1680945124754Capris3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22704582/2023/4/8/8cc94231-15aa-48d7-85fe-ae6df32aaefa1680945124733Capris4.jpg"
product_99,Mlada,Capris,₹1289,https://www.myntra.com/capris/mlada/mlada-cotton-regular-fit-high-waist-stretchable-capri/31786470/buy,"Pink regular fit high-rise solid capris, waistband with slip-on closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/29/5WN5nujx_586b44867de54c35909eed2093854bc7.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/29/Ohn4Rlh9_e1f9f265e75a46a7a577b5a19cf1f617.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/29/DgomVJCY_f8c0af0c83674c5080fae2b5d1bfad1a.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/29/RWHgM0yO_b3c3a153f1ac44ae9275a80c65720fe1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/NOVEMBER/29/5WN5nujx_586b44867de54c35909eed2093854bc7.jpg"
product_100,Enamor,Capris,MRP₹ 899,https://www.myntra.com/capris/enamor/enamor-mid-rise-straight-leg-lounge-capris/7590804/buy,"Navy blue solid mid-rise lounge capris, has 2 concealed zip pockets, has an elasticated waistband with adjustable drawstring closure
Features
These cotton capris are high on style and comfort. They are fashioned with an adjustable drawstring that is dyed to match the elasticated waistband for a smart look.

Stretch Cotton Jersey: This lightweight, soft, and breathable fabric will keep you comfortable all day.
Comfortable Fit: Gently hugs the hips and fits straight along the legs.
Slim Fit: This fit provides a comfortable embrace, holds you close, and moves with you, keeping you comfortable as you go about your day.
Adjustable Drawstring Waist: Allows you to customise your fit.
Zipper Pockets: The invisible, functional zipper pockets enable you to stash your essentials.",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7590804/2024/6/22/b9491551-d042-499b-b722-1817f9059b5f1719037394052EnamorMid-RiseStraightLegLoungeCapris3.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7590804/2024/6/22/e1b34258-6b90-4447-a957-1639782873621719037394021EnamorMid-RiseStraightLegLoungeCapris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7590804/2024/6/22/600c265e-02d3-4819-8882-ae163d86cbe21719037394035EnamorMid-RiseStraightLegLoungeCapris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7590804/2024/6/22/b9491551-d042-499b-b722-1817f9059b5f1719037394052EnamorMid-RiseStraightLegLoungeCapris3.jpg"
product_id,SINI MINI,Capris,₹300,https://www.myntra.com/capris/sini+mini/sini-mini-girls-floral-printed-cotton-capris/22704582/buy,"White and sea green mid-rise printed capris, waistband with slip-on closure,",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22704582/2023/4/8/8cc94231-15aa-48d7-85fe-ae6df32aaefa1680945124733Capris4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22704582/2023/4/8/7c2debc3-ff6e-47ec-88cc-8e60c04f262c1680945124722Capris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22704582/2023/4/8/fcb2e7fd-0403-4de2-9e6d-aaeda0e40db31680945124709Capris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22704582/2023/4/8/cd09de16-a4f9-49d6-9709-0048828a5bbe1680945124754Capris3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22704582/2023/4/8/8cc94231-15aa-48d7-85fe-ae6df32aaefa1680945124733Capris4.jpg"
product_101,FEEL TRACK,Capris,MRP₹ 1199,https://www.myntra.com/capris/feel+track/feel-track-women-capris/32217419/buy,"Black mid-rise solid capris, waistband with drawstring closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/4/uIR90ufm_01de885433f0499ca424efd82ea5f4ea.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/4/9Ldxbc6J_1c5171f330a04de7858eab0a970db278.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/4/dK8hgITK_6694930bf760486fb9501b8525e4b106.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/4/vIkxqg7r_c2d4b62380da49968d8f325ef842ba95.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2025/JANUARY/4/uIR90ufm_01de885433f0499ca424efd82ea5f4ea.jpg"
product_102,Blissclub,Capris,₹1199,https://www.myntra.com/capris/blissclub/blissclub-women-skinny-fit-mid-rise-three-fourth-length-running-sports-tights/28245944/buy,"Women mauve solid skinny-fit mid-rise running sports tights, with slip on closure,2 pockets,straight hem",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28245944/2024/3/13/d8fec365-0ed2-4526-b89a-47b81595c11f1710341700622Capris4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28245944/2024/3/13/5d0438af-ad1b-4842-be12-88c8ac503cb21710341700647Capris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28245944/2024/3/13/056cc220-9c3a-4b8f-8446-bcfa66a3aab51710341700546Capris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28245944/2024/3/13/3fa2c893-fc52-449a-9d81-ddd7470299d31710341700673Capris3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28245944/2024/3/13/d8fec365-0ed2-4526-b89a-47b81595c11f1710341700622Capris4.jpg"
product_103,CUPID,Capris,₹895,https://www.myntra.com/capris/cupid/cupid-women-teal-capris/19261770/buy,"Teal mid-rise solid capris, waistband with drawstring closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19261770/2025/2/26/0027b9fb-c7c4-48d8-b638-7f205d79ff471740590536289-CUPID-Women-Teal-Capris-5541740590535899-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19261770/2025/2/26/a94f6c2a-9680-4cde-ac12-539b5bc805681740590536393-CUPID-Women-Teal-Capris-5541740590535899-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19261770/2025/2/26/73f6e3ae-8326-429a-8b28-149cbad88a211740590536358-CUPID-Women-Teal-Capris-5541740590535899-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19261770/2025/2/26/8e131207-397a-4bde-9bbd-4322a8a3ea8e1740590536324-CUPID-Women-Teal-Capris-5541740590535899-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19261770/2025/2/26/0027b9fb-c7c4-48d8-b638-7f205d79ff471740590536289-CUPID-Women-Teal-Capris-5541740590535899-4.jpg"
product_104,theRebelinme,Capris,₹1372,https://www.myntra.com/capris/therebelinme/therebelinme-women-plus-size-cotton-high-rise-capris-/31888740/buy,"White high-rise solid capris, waistband with slip-on closure, 5 pocket
Plus Size Cotton Knitted Capri",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/7/9olGPDkE_ccac2310d842459b874038c3c0190b2a.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/7/1oyGYzXQ_0fe60769110340a499f47749846b488c.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/7/ZmQp3ktw_ed93436aaf5649f8aa4d7d8e45ec12ac.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/7/YSQFlTut_85a2f0a648014f33b4c274ae4401dea0.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/DECEMBER/7/9olGPDkE_ccac2310d842459b874038c3c0190b2a.jpg"
product_105,Amydus,Capris,₹1939,https://www.myntra.com/capris/amydus/amydus-women-plus-size-navy-blue-solid-skinny-fit-capris/12819802/buy,"Navy Blue high-rise solid Capris, slip-on closure, and 2 pockets",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/23/4fb163e5-31e4-40d1-92da-915df1fd5a1d1603403927916-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/23/93830304-df6f-43ae-a77b-de2643aa5dfb1603403927760-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/23/6b113c14-305b-46f2-be45-72a810aa01201603403927817-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/23/0f733504-9087-4b30-b06f-b09785fec6981603403927869-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/23/4fb163e5-31e4-40d1-92da-915df1fd5a1d1603403927916-4.jpg"
product_106,Jockey,Capris,MRP₹ 899,https://www.myntra.com/capris/jockey/jockey-super-combed-cotton-stretch-slim-fit-caprisoft-waistband-1391/22243956/buy,"Slim Fit
Coin Pocket Insert
Ultrasoft and Durable Waistband
Label Free for All Day Comfort",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243956/2025/2/13/495da1ae-6d0d-4fae-a835-2de9d6821f8e1739455571283-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243956/2025/2/13/ca265275-e349-4ea5-88ca-4059d3613e2c1739455571386-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243956/2025/2/13/230137ad-343b-4d94-9e2e-822cabcfa4f21739455571352-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243956/2025/2/13/1f85fa6f-b67e-46bc-9d65-6d3a507c1f271739455571317-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243956/2025/2/13/495da1ae-6d0d-4fae-a835-2de9d6821f8e1739455571283-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-4.jpg"
product_107,DOMIN8,Capris,₹1399,https://www.myntra.com/capris/domin8/domin8-mid-rise-abstract-printed-slim-fit-capris/28464448/buy,"Pink and white mid-rise printed capris, waistband with slip-on closure",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464448/2024/3/23/60bd9611-983a-4d1f-9178-086812d76a661711193697823Domin8WomensSlim-fitPrintedCapripantswithElasticatedwaistmes4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464448/2024/3/23/86e54ce8-6d71-4a2f-9a31-ab297f3033b91711193697914Domin8WomensSlim-fitPrintedCapripantswithElasticatedwaistmes1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464448/2024/3/23/f8d2d34b-4a6f-45d8-8b1c-8ae71a0e5ccb1711193697868Domin8WomensSlim-fitPrintedCapripantswithElasticatedwaistmes2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464448/2024/3/23/f6119ea7-babb-45d3-9e3d-88d6bb9f731f1711193697891Domin8WomensSlim-fitPrintedCapripantswithElasticatedwaistmes3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28464448/2024/3/23/60bd9611-983a-4d1f-9178-086812d76a661711193697823Domin8WomensSlim-fitPrintedCapripantswithElasticatedwaistmes4.jpg"
product_108,Bodycare,Capris,MRP₹ 300,https://www.myntra.com/capris/bodycare/bodycare-girls-mid-rise-regular-fit-cotton-capris/24509286/buy,"Black mid-rise solid capris, waistband with slip-on closure",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24509286/2023/8/16/e7bd1320-503d-484a-993a-0980894492201692166094642BodycareGirlsSolidCapriPackOf1-Black3.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24509286/2023/8/16/11b7268b-0f8d-442d-830b-89086a8930071692166094627BodycareGirlsSolidCapriPackOf1-Black1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24509286/2023/8/16/d2eedd2e-349a-4528-8156-882e5d8666891692166094659BodycareGirlsSolidCapriPackOf1-Black2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24509286/2023/8/16/e7bd1320-503d-484a-993a-0980894492201692166094642BodycareGirlsSolidCapriPackOf1-Black3.jpg"
product_109,Kryptic,Capris,₹999,https://www.myntra.com/capris/kryptic/kryptic-women-pack-of-2-printed-cotton-capris/15197472/buy,Pack Of 2 Cotton pants with elasticated waist band has additional drawstring closure to facilitate exact fitting at waist. Comes with one side pocket on wearers right side.,,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/e3a2a750-ef94-4a37-a253-d1c7a72c4d911630488478409-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/31af0feb-f54f-4251-a392-84802d79cc791630488478453-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/ec5e1e07-44f8-41f8-b1bb-fc2935c219831630488478431-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/4618e075-467f-4e58-89db-2db3857d65061630488478422-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197472/2021/9/1/e3a2a750-ef94-4a37-a253-d1c7a72c4d911630488478409-Kryptic-Women-Set-Of-2-Navy-Blue--Grey-Printed-Capris-951630-4.jpg"
product_110,Jockey,Capris,MRP₹ 779,https://www.myntra.com/capris/jockey/jockey-super-combed-cotton-printed-stretch-slim-fit-capri-with-ultrasoft-waistband-rx66/22703718/buy,"Relaxed Fit
Convenient Side Pockets
Comfortable Waistband with Drawstrings
All Over Print Design
Label Free for All Day Comfort
Disclaimer - This product comes in a variety of prints. Image shown here is for representation only. Actual print may vary",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22703718/2024/1/29/c7bb5fae-e603-4717-b3d6-408e248c797b1706528259636JockeyWomenConversationalPrintedMidRiseCottonCapris4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22703718/2024/1/29/82d7a6d0-d114-4eaa-bd47-330f2703aa661706528259599JockeyWomenConversationalPrintedMidRiseCottonCapris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22703718/2024/1/29/d604851d-4bb1-40df-9daf-51ab7d3d685f1706528259612JockeyWomenConversationalPrintedMidRiseCottonCapris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22703718/2024/1/29/f30b90e9-9537-42b4-911f-1716ca581a471706528259624JockeyWomenConversationalPrintedMidRiseCottonCapris3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22703718/2024/1/29/c7bb5fae-e603-4717-b3d6-408e248c797b1706528259636JockeyWomenConversationalPrintedMidRiseCottonCapris4.jpg"
product_111,Kryptic,Capris,₹859,https://www.myntra.com/capris/kryptic/kryptic-pack-of-2-women-navy-blue--white-printed-capris/15197476/buy,"Navy blue and white mid-rise printed capris, waistband with drawstring closure, 1 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197476/2025/3/8/0bfff8d7-dee7-4ff9-863c-865b2b0c2d0d1741440948562-Kryptic-Pack-of-2-Women-Navy-Blue--White-Printed-Capris-1251-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197476/2025/3/8/415f8c0d-c99f-4915-8227-4ffa3b1df5901741440948625-Kryptic-Pack-of-2-Women-Navy-Blue--White-Printed-Capris-1251-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197476/2025/3/8/530d1b2d-076f-46f7-a760-16b498c11c891741440948604-Kryptic-Pack-of-2-Women-Navy-Blue--White-Printed-Capris-1251-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197476/2025/3/8/3487e544-b324-47c1-9bb2-f06b53a6f3541741440948584-Kryptic-Pack-of-2-Women-Navy-Blue--White-Printed-Capris-1251-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15197476/2025/3/8/0bfff8d7-dee7-4ff9-863c-865b2b0c2d0d1741440948562-Kryptic-Pack-of-2-Women-Navy-Blue--White-Printed-Capris-1251-4.jpg"
product_112,Bodycare,Capris,MRP₹ 415,https://www.myntra.com/capris/bodycare/bodycare-girls-printed-mid-rise-cotton-capris/23934942/buy,"Fuchsia and white mid-rise printed capris, waistband with slip-on closure",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23934942/2023/7/8/416c7f67-7f5b-4a7f-9837-7eeff80670041688820082792BodycareGirlsFuchsiaWhitePrintedCapris3.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23934942/2023/7/8/c3ff05ad-0e3d-4e44-97e1-c9ca1663ea2c1688820082779BodycareGirlsFuchsiaWhitePrintedCapris1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23934942/2023/7/8/288c0242-b5b3-4f2a-8ad6-e09250b13acb1688820082765BodycareGirlsFuchsiaWhitePrintedCapris2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23934942/2023/7/8/416c7f67-7f5b-4a7f-9837-7eeff80670041688820082792BodycareGirlsFuchsiaWhitePrintedCapris3.jpg"
product_113,CUPID,Capris,₹895,https://www.myntra.com/capris/cupid/cupid-women-black-capris/20243668/buy,"Black mid-rise solid capris, waistband with drawstring closure, 2 pocket",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20243668/2025/2/26/4cfb20c0-d33c-4de7-af6f-c4870d8660161740590550287-CUPID-Women-Black-Capris-4611740590549915-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20243668/2025/2/26/813bad8a-8119-4764-a34e-2258147aeb251740590550418-CUPID-Women-Black-Capris-4611740590549915-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20243668/2025/2/26/1de76ecd-1397-4563-bf2e-c415859e98af1740590550375-CUPID-Women-Black-Capris-4611740590549915-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20243668/2025/2/26/6fcdddb4-24ac-406c-bd02-412794f9140f1740590550330-CUPID-Women-Black-Capris-4611740590549915-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20243668/2025/2/26/4cfb20c0-d33c-4de7-af6f-c4870d8660161740590550287-CUPID-Women-Black-Capris-4611740590549915-4.jpg"
product_114,Jockey,Capris,MRP₹ 879,https://www.myntra.com/capris/jockey/jockey-super-combed-cotton-stretch-slim-fit-caprisoft-waistband-1391/22243958/buy,"Slim Fit
Coin Pocket Insert
Ultrasoft and Durable Waistband
Label Free for All Day Comfort",,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243958/2025/2/13/0fa10a73-b8cb-42ac-bb26-a0fd4f34b8de1739455576936-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-4.jpg","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243958/2025/2/13/176fc614-0ff0-4c74-beda-005ac2030b501739455577045-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-1.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243958/2025/2/13/78948624-1e96-4df6-84be-dba4be6d45481739455577008-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-2.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243958/2025/2/13/1334f1e6-3971-4aae-88bf-df586a8bb77d1739455576973-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-3.jpg;https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22243958/2025/2/13/0fa10a73-b8cb-42ac-bb26-a0fd4f34b8de1739455576936-Jockey-Super-Combed-Cotton-Stretch-Slim-Fit-Caprisoft-Waistb-4.jpg"
